TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "Simulation_Time"
ZONE I=50 F=POINT
1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.2094750000E+02
2  0.2517484431E-10  0.1010701263E-09  0.1064626525E-10  0.2812622731E-11  0.2061756591E-09  0.7524090000E+02
3  0.2492343108E-08  0.1000605426E-07  0.1070152761E-08  0.2826100845E-09  0.2041109217E-07  0.1327483000E+03
4  0.2271126468E-08  0.6909703441E-08  0.1893221302E-07  0.4777013954E-08  0.6350842110E-08  0.1921888000E+03
5  0.7839618073E-08  0.2010088581E-07  0.2585411322E-07  0.1405061403E-07  0.5957207580E-08  0.2503957000E+03
6  0.1373116363E-07  0.2741000896E-07  0.2977089343E-07  0.2281410125E-07  0.6974939407E-08  0.3084856000E+03
7  0.3961293737E-07  0.3026476188E-07  0.3330470932E-07  0.2860779010E-07  0.1816007555E-07  0.3666764000E+03
8  0.6500039723E-07  0.3385824119E-07  0.3987607370E-07  0.2933121218E-07  0.2986560348E-07  0.4247574000E+03
9  0.6631508785E-07  0.3675974257E-07  0.4597656370E-07  0.3186068955E-07  0.3064204258E-07  0.4827638000E+03
10  0.5544649224E-07  0.3890424908E-07  0.5046445315E-07  0.3705790581E-07  0.2579876345E-07  0.5406608000E+03
11  0.5572963624E-07  0.4024170610E-07  0.5499404772E-07  0.4106471480E-07  0.2608204280E-07  0.5987438000E+03
12  0.6904283609E-07  0.4261537547E-07  0.5934785843E-07  0.4350002144E-07  0.3226146561E-07  0.6565668000E+03
13  0.8053423315E-07  0.4524496875E-07  0.6196402423E-07  0.4435131916E-07  0.3764406565E-07  0.7145898000E+03
14  0.8165712295E-07  0.4573169014E-07  0.6266453800E-07  0.4362930710E-07  0.3831329762E-07  0.7724224000E+03
15  0.7470037909E-07  0.4411057924E-07  0.6156036988E-07  0.4148435597E-07  0.3522236059E-07  0.8302331000E+03
16  0.6565852696E-07  0.4180419192E-07  0.5847964151E-07  0.3819479815E-07  0.3106277563E-07  0.8878942000E+03
17  0.5788336904E-07  0.3960280340E-07  0.5369259556E-07  0.3417912641E-07  0.2739778879E-07  0.9456398000E+03
18  0.5144136513E-07  0.3738871542E-07  0.4793547684E-07  0.2978861114E-07  0.2433359520E-07  0.1003437600E+04
19  0.4500127744E-07  0.3485164268E-07  0.4190972985E-07  0.2538063451E-07  0.2130241484E-07  0.1061269900E+04
20  0.3805473273E-07  0.3194977440E-07  0.3602232057E-07  0.2132455670E-07  0.1804618231E-07  0.1119088300E+04
21  0.3203765162E-07  0.2887566084E-07  0.3044948123E-07  0.1779184470E-07  0.1517975708E-07  0.1176873700E+04
22  0.2898152761E-07  0.2589066675E-07  0.2530917567E-07  0.1477509558E-07  0.1365584255E-07  0.1234821200E+04
23  0.2847926599E-07  0.2316665128E-07  0.2075250475E-07  0.1226218441E-07  0.1337952827E-07  0.1292627300E+04
24  0.2778653391E-07  0.2070189422E-07  0.1692085495E-07  0.1026228876E-07  0.1310612095E-07  0.1350182800E+04
25  0.2504506909E-07  0.1841381492E-07  0.1385176285E-07  0.8732270249E-08  0.1190698667E-07  0.1407946400E+04
26  0.2056054588E-07  0.1628227137E-07  0.1145372005E-07  0.7532696224E-08  0.9846165288E-08  0.1465693500E+04
27  0.1620682211E-07  0.1437238345E-07  0.9579880073E-08  0.6483425063E-08  0.7752546608E-08  0.1523450000E+04
28  0.1376804681E-07  0.1275894677E-07  0.8106729807E-08  0.5497731187E-08  0.6508280482E-08  0.1581278400E+04
29  0.1276892194E-07  0.1144632761E-07  0.6946242154E-08  0.4639672739E-08  0.6012011577E-08  0.1639543600E+04
30  0.1146465500E-07  0.1035220519E-07  0.6022901396E-08  0.4009062223E-08  0.5448428047E-08  0.1697053600E+04
31  0.9503802537E-08  0.9376780806E-08  0.5260467748E-08  0.3574658111E-08  0.4565564631E-08  0.1754751100E+04
32  0.8144019410E-08  0.8484510572E-08  0.4590502622E-08  0.3199911772E-08  0.3886811483E-08  0.1812455700E+04
33  0.8273966955E-08  0.7701648517E-08  0.3976543521E-08  0.2817345240E-08  0.3881051469E-08  0.1870264000E+04
34  0.8706942564E-08  0.7040440252E-08  0.3426853812E-08  0.2480805437E-08  0.4081679458E-08  0.1928098400E+04
35  0.8180366511E-08  0.6458238397E-08  0.2969477933E-08  0.2256287198E-08  0.3873118951E-08  0.1985593700E+04
36  0.6614106673E-08  0.5906631117E-08  0.2607057439E-08  0.2115326350E-08  0.3165495422E-08  0.2043234500E+04
37  0.4784063897E-08  0.5393147262E-08  0.2306521158E-08  0.1981026822E-08  0.2287343520E-08  0.2100926500E+04
38  0.3697441282E-08  0.4969153813E-08  0.2037328303E-08  0.1830806973E-08  0.1719997807E-08  0.2158582300E+04
39  0.3460797225E-08  0.4663204959E-08  0.1800961591E-08  0.1702489378E-08  0.1587988763E-08  0.2216276000E+04
40  0.3261375432E-08  0.4448690003E-08  0.1614270834E-08  0.1625383773E-08  0.1512819853E-08  0.2273875900E+04
41  0.2853443143E-08  0.4281343882E-08  0.1477016331E-08  0.1580779537E-08  0.1328421046E-08  0.2331363900E+04
42  0.2589499164E-08  0.4142115903E-08  0.1370623599E-08  0.1537417305E-08  0.1182714291E-08  0.2388919800E+04
43  0.2620299630E-08  0.4033009511E-08  0.1282526769E-08  0.1490547567E-08  0.1177248751E-08  0.2446522300E+04
44  0.2619061270E-08  0.3951180935E-08  0.1214481913E-08  0.1453069018E-08  0.1176582116E-08  0.2504190900E+04
45  0.2360301656E-08  0.3883354158E-08  0.1168440872E-08  0.1429067937E-08  0.1057337227E-08  0.2561817100E+04
46  0.1945102501E-08  0.3820010934E-08  0.1137336723E-08  0.1409956448E-08  0.8487018160E-09  0.2619320600E+04
47  0.1626871582E-08  0.3762646072E-08  0.1112634513E-08  0.1389505089E-08  0.6710881092E-09  0.2676877900E+04
