TITLE="Adjoint Convergence History"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "Simulation_Time"
ZONE I=100 F=POINT
1  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.9516300000E+01
2  0.2069305329E-07  0.7444421684E-07  0.9707639968E-08  0.1851369459E-08  0.1432860996E-06  0.2564360000E+02
3  0.4528788333E-06  0.1574057031E-05  0.5815203958E-06  0.4179968960E-06  0.2987930795E-05  0.4103190000E+02
4  0.2182859037E-05  0.5554473623E-05  0.6762517607E-05  0.5635483824E-05  0.3472037880E-05  0.5744000000E+02
5  0.3648794331E-05  0.7388864038E-05  0.1010278882E-04  0.8044502179E-05  0.1976240311E-05  0.7399830000E+02
6  0.6446875977E-05  0.7122873996E-05  0.1192100093E-04  0.8605933096E-05  0.3204924531E-05  0.9043680000E+02
7  0.7433424175E-05  0.7057781045E-05  0.1414361343E-04  0.9927699887E-05  0.3468317993E-05  0.1070065000E+03
8  0.8068500974E-05  0.6527876118E-05  0.1595450296E-04  0.1142240490E-04  0.3855086663E-05  0.1224917000E+03
9  0.9088151991E-05  0.5700614714E-05  0.1725538084E-04  0.1221338632E-04  0.4361704293E-05  0.1391368000E+03
10  0.9896982702E-05  0.5192741158E-05  0.1764319504E-04  0.1221647881E-04  0.4738078688E-05  0.1554161000E+03
11  0.1009754647E-04  0.4958868021E-05  0.1700518243E-04  0.1156941374E-04  0.4833303384E-05  0.1716915000E+03
12  0.9768405150E-05  0.4858715716E-05  0.1555519410E-04  0.1046342661E-04  0.4674144949E-05  0.1884434000E+03
13  0.9149135701E-05  0.4715426966E-05  0.1360616609E-04  0.9111041624E-05  0.4374541216E-05  0.2047888000E+03
14  0.8420678520E-05  0.4441424618E-05  0.1148010671E-04  0.7705422976E-05  0.4026480424E-05  0.2212038000E+03
15  0.7681288205E-05  0.4051659101E-05  0.9437558406E-05  0.6388188346E-05  0.3678939100E-05  0.2378245000E+03
16  0.6982891116E-05  0.3611104615E-05  0.7644774463E-05  0.5242725884E-05  0.3354287474E-05  0.2525884000E+03
